term	4.68	hymn	2.209	3.4445
stove	5.384	tortoise	1.501	3.4425
vehicle	4.418	acre	2.453	3.4355
umbrella	3.299	blouse	3.546	3.4225
audience	3.755	dew	3.084	3.4195
coal	4.84	oyster	1.978	3.409
volcano	2.814	marble	3.996	3.405
beast	4.719	lotion	2.085	3.402
tube	6.193	forearm	0.605	3.399
rhyme	3.484	smack	3.295	3.3895
toad	2.901	ghost	3.871	3.386
weight	4.842	leopard	1.904	3.373
planet	3.913	musician	2.825	3.369
portal	0.641	bedroom	6.096	3.3685
proud	3.601	timber	3.125	3.363
napkin	3.531	shovel	3.185	3.358
cliff	4.166	vinegar	2.544	3.355
growth	4.456	collection	2.245	3.3505
hump	2.727	clue	3.972	3.3495
scar	4.795	religion	1.902	3.3485
crystal	2.985	stadium	3.707	3.346
review	3.438	petal	3.243	3.3405
tunnel	3.939	portrait	2.733	3.336
smell	5.699	succeed	0.956	3.3275
wander	1.685	axe	4.966	3.3255
python	1.512	fuel	5.139	3.3255
burden	1.556	engine	5.092	3.324
echo	2.74	brake	3.896	3.318
question	4.842	walrus	1.79	3.316
hunt	4.453	grammar	2.174	3.3135
market	6.104	noose	0.516	3.31
quickly	2.836	heaven	3.764	3.3
soldier	4.367	profit	2.216	3.2915
essay	3.587	cucumber	2.987	3.287
author	5.042	sketch	1.524	3.283
diving	3.085	furniture	3.473	3.279
cannon	2.641	itch	3.913	3.277
flush	3.355	weigh	3.183	3.269
salute	1.612	bet	4.914	3.263
lard	0.361	same	6.152	3.2565
sue	2.043	growth	4.456	3.2495
butterfly	3.82	fool	2.677	3.2485
tight	4.435	coral	2.059	3.247
estate	1.67	seek	4.811	3.2405
calf	4.389	aluminum	2.08	3.2345
armor	2.509	germ	3.939	3.224
risk	4.311	pasture	2.108	3.2095
steak	4.784	myth	1.612	3.198
palace	4.766	moisture	1.613	3.1895
slope	2.767	spinach	3.593	3.18
widow	2.275	helmet	4.08	3.1775
foil	2.955	badge	3.395	3.175
prairie	2.818	ferry	3.53	3.174
burn	6.433	revenue	-0.088	3.1725
carriage	2.616	trial	3.72	3.168
pencil	5.119	tame	1.209	3.164
decision	2.361	skunk	3.962	3.1615
cave	5.534	heir	0.78	3.157
ditch	3.406	spear	2.891	3.1485
discovery	0.603	hospital	5.692	3.1475
circus	4.344	degree	1.945	3.1445
alligator	2.694	snail	3.545	3.1195
flock	2.578	injury	3.659	3.1185
worth	3.413	destroy	2.817	3.115
hind	1.17	author	5.042	3.106
drum	6.066	dimple	0.141	3.1035
shawl	0.749	rope	5.452	3.1005
ambulance	1.827	soldier	4.367	3.097
bacteria	2.37	knight	3.811	3.0905
crumb	3.449	darkness	2.727	3.088
alien	3.129	barrel	3.041	3.085
concrete	2.571	stew	3.592	3.0815
stake	3.697	violin	2.463	3.08
antique	1.94	lime	4.214	3.077
produce	3.941	firm	2.204	3.0725
condition	1.415	beast	4.719	3.067
liquor	2.826	cradle	3.305	3.0655
military	2.788	pedal	3.341	3.0645
basket	4.488	jockey	1.639	3.0635
aid	5.091	grown	1.02	3.0555
clue	3.972	bid	2.132	3.052
caterpillar	1.287	sword	4.808	3.0475
whack	2.417	pray	3.672	3.0445
bright	3.844	collection	2.245	3.0445
shadow	4.295	cruel	1.772	3.0335
firm	2.204	steal	3.861	3.0325
trouble	4.226	prune	1.812	3.019
trumpet	3.07	beak	2.965	3.0175
fashion	1.952	soul	4.079	3.0155
chapel	4.05	daffodil	1.978	3.014
college	4.386	magician	1.633	3.0095
busy	4.109	whisker	1.904	3.0065
bullet	4.027	locker	1.986	3.0065
product	4.566	respect	1.436	3.001
oak	4.813	tumble	1.182	2.9975
fisherman	3.363	agency	2.63	2.9965
emperor	2.92	vet	3.056	2.988
direction	2.052	fudge	3.911	2.9815
infection	2.445	wallet	3.517	2.981
flow	3.707	physician	2.25	2.9785
cockpit	1.614	carpet	4.341	2.9775
mammal	2.968	harvest	2.971	2.9695
breath	3.785	tomb	2.149	2.967
hungry	4.583	squeak	1.305	2.944
foam	3.869	personal	1.986	2.9275
junior	2.323	parade	3.521	2.922
oar	2.838	graph	2.982	2.91
nursery	1.785	crime	4.024	2.9045
miner	2.842	tourist	2.964	2.903
paragraph	2.352	capital	3.434	2.893
muscle	4.233	tablespoon	1.54	2.8865
waste	4.229	route	1.543	2.886
weigh	3.183	brief	2.585	2.884
fort	5.89	piston	-0.123	2.8835
owner	4.408	utensil	1.353	2.8805
noose	0.516	cloth	5.209	2.8625
outfit	3.144	creature	2.575	2.8595
pest	2.307	plain	3.378	2.8425
memory	3.21	acre	2.453	2.8315
nature	4.536	fleet	1.124	2.83
normal	3.886	phrase	1.762	2.824
moth	3.363	pupil	2.274	2.8185
tidy	0.1	cave	5.534	2.817
meeting	4.513	easel	1.119	2.816
stump	2.233	strawberry	3.39	2.8115
frame	4.701	occasion	0.921	2.811
science	2.969	lad	2.644	2.8065
deal	5.827	romance	-0.223	2.802
mass	3.267	emergency	2.333	2.8
load	3.924	discussion	1.672	2.798
ghost	3.871	bleach	1.72	2.7955
exchange	1.675	itch	3.913	2.794
quilt	3.842	ripe	1.727	2.7845
keeper	0.967	mule	4.597	2.782
plaza	1.663	dive	3.896	2.7795
herd	3.356	lovely	2.197	2.7765
fact	5.784	circuit	-0.237	2.7735
fail	5.139	cologne	0.402	2.7705
beetle	3.963	relief	1.564	2.7635
ounce	2.357	twig	3.168	2.7625
squirrel	3.792	selection	1.72	2.756
chilly	1.047	pour	4.463	2.755
vegetable	4.774	boar	0.735	2.7545
emergency	2.333	lens	3.171	2.752
mate	2.908	research	2.58	2.744
laundry	3.805	spook	1.641	2.723
gone	2.285	cheat	3.158	2.7215
warrior	1.76	gravy	3.659	2.7095
ram	2.997	strain	2.417	2.707
shepherd	2.752	bandage	2.648	2.7
business	3.773	salute	1.612	2.6925
prince	5.066	cavern	0.311	2.6885
nowhere	1.533	general	3.839	2.686
lodge	2.801	distance	2.561	2.681
devil	3.118	verse	2.224	2.671
main	4.808	moat	0.528	2.668
wheat	4.124	commander	1.196	2.66
throat	4.931	context	0.37	2.6505
pigeon	3.365	punishment	1.92	2.6425
urban	1.892	basement	3.388	2.64
effect	2.829	loan	2.434	2.6315
lung	5.651	kennel	-0.39	2.6305
scab	2.673	flock	2.578	2.6255
weak	4.489	sprint	0.742	2.6155
plot	3.423	guilt	1.804	2.6135
ate	2.816	copper	2.41	2.613
steeple	0.384	spell	4.839	2.6115
swamp	2.921	stare	2.279	2.6
interest	2.818	reptile	2.364	2.591
hunter	3.957	urn	1.22	2.5885
department	1.446	sandal	3.726	2.586
younger	3.813	statement	1.349	2.581
charming	1.901	passenger	3.252	2.5765
signal	5.184	spool	-0.053	2.5655
fare	2.544	vase	2.584	2.564
cigar	3.251	humor	1.864	2.5575
moss	2.614	shopper	2.499	2.5565
mist	2.889	performer	2.214	2.5515
minor	1.93	lens	3.171	2.5505
gallery	2.841	beverage	2.25	2.5455
fantasy	0.525	product	4.566	2.5455
cabbage	2.766	swell	2.312	2.539
household	2.165	mist	2.889	2.527
sash	1.808	petal	3.243	2.5255
envelope	3.532	ale	1.514	2.523
giver	1.481	policeman	3.555	2.518
lever	2.255	government	2.778	2.5165
debt	2.204	harp	2.801	2.5025
nervous	1.906	railroad	3.096	2.501
temple	3.68	squeak	1.305	2.4925
doorway	2.178	doughnut	2.802	2.49
heal	2.612	payment	2.368	2.49
tax	5.237	chaos	-0.276	2.4805
timber	3.125	guilt	1.804	2.4645
mattress	3.002	banner	1.917	2.4595
blister	2.293	carriage	2.616	2.4545
steal	3.861	following	1.039	2.45
voter	4.494	abdomen	0.405	2.4495
allow	5.292	amuse	-0.394	2.449
weather	4.185	gingerbread	0.711	2.448
tow	1.289	roar	3.606	2.4475
frown	2.756	slime	2.126	2.441
wage	1.188	enemy	3.688	2.438
learning	1.97	murder	2.906	2.438
platter	0.67	sense	4.2	2.435
crocodile	2.663	debt	2.204	2.4335
thread	5.052	flare	-0.188	2.432
hobby	2.836	debate	1.979	2.4075
elbow	5.2	nozzle	-0.402	2.399
camel	4.849	brawl	-0.064	2.3925
wad	1.175	wool	3.606	2.3905
gig	1.257	wallet	3.517	2.387
sewer	2.472	toaster	2.299	2.3855
beat	4.837	caravan	-0.083	2.377
autumn	2.376	reptile	2.364	2.37
election	1.208	ferry	3.53	2.369
grace	2.088	demon	2.644	2.366
reel	1.746	meadow	2.941	2.3435
faster	4.5	cathedral	0.182	2.341
warehouse	0.938	ruby	3.743	2.3405
cocktail	1.201	furniture	3.473	2.337
collar	3.616	professor	1.037	2.3265
stern	0.34	risk	4.311	2.3255
melt	3.897	dungeon	0.743	2.32
rod	4.596	flavor	0.042	2.319
pale	2.857	alert	1.772	2.3145
series	2.656	vacuum	1.967	2.3115
smooth	3.742	skillet	0.811	2.2765
foe	1.014	earn	3.522	2.268
tailor	1.127	vein	3.406	2.2665
wedding	4.213	jolt	0.314	2.2635
otter	3.767	riddle	0.713	2.24
galaxy	1.394	athlete	3.082	2.238
nerve	2.279	pail	2.194	2.2365
glad	4.372	spasm	0.071	2.2215
refrigerator	2.31	slime	2.126	2.218
carpet	4.341	screwdriver	0.074	2.2075
champion	1.413	jury	2.99	2.2015
quail	0.49	slice	3.907	2.1985
fishing	5.11	cyst	-0.719	2.1955
style	3.561	sunburn	0.826	2.1935
minister	3.858	sardine	0.511	2.1845
blind	3.383	broken	0.975	2.179
topic	3.096	shone	1.232	2.164
reward	2.872	sparrow	1.413	2.1425
episode	3.246	soar	1.036	2.141
vet	3.056	panic	1.217	2.1365
habit	2.54	cottage	1.729	2.1345
shock	3.401	drape	0.867	2.134
ruler	4.431	grocer	-0.164	2.1335
petal	3.243	mural	1.013	2.128
challenge	1.676	concrete	2.571	2.1235
velvet	2.849	advice	1.384	2.1165
flyer	1.935	oxygen	2.28	2.1075
spear	2.891	engineer	1.311	2.101
marry	4.788	agony	-0.589	2.0995
sigh	3.285	earthworm	0.908	2.0965
cloak	2.488	career	1.704	2.096
triangle	3.3	construction	0.883	2.0915
reptile	2.364	kilt	1.792	2.078
goodness	1.605	flee	2.538	2.0715
saloon	0.153	history	3.971	2.062
slay	0.303	butterfly	3.82	2.0615
concern	4.693	veto	-0.571	2.061
vote	4.682	welfare	-0.567	2.0575
raw	3.948	footwear	0.138	2.043
slit	0.506	future	3.579	2.0425
serial	0.111	history	3.971	2.041
beet	3.737	fuse	0.316	2.0265
limousine	0.498	display	3.548	2.023
liter	1.155	mist	2.889	2.022
trust	3.632	cologne	0.402	2.017
theme	2.33	chipmunk	1.681	2.0055
blame	3.383	wail	0.617	2
germ	3.939	choral	0.056	1.9975
tide	4.148	parcel	-0.156	1.996
cellar	1.244	rural	2.744	1.994
rite	-0.47	code	4.452	1.991
interview	1.143	oar	2.838	1.9905
vessel	2.2	genius	1.763	1.9815
truth	4.552	serf	-0.608	1.972
pudding	3.356	vodka	0.587	1.9715
nation	4.082	genuine	-0.152	1.965
territory	0.812	gallon	3.114	1.963
tennis	3.732	consequence	0.185	1.9585
doe	3.733	cathedral	0.182	1.9575
stable	3.158	thaw	0.719	1.9385
pineapple	2.26	cockpit	1.614	1.937
lure	1.708	treatment	2.158	1.933
gallon	3.114	sprint	0.742	1.928
writing	4.028	romance	-0.223	1.9025
pouch	2.48	blush	1.296	1.888
silk	4.016	aspect	-0.254	1.881
beautiful	3.264	manor	0.494	1.879
maze	3.335	spatula	0.415	1.875
mash	1.657	kettle	2.088	1.8725
gospel	1.068	resort	2.669	1.8685
monk	2.535	clash	1.191	1.863
fudge	3.911	knitting	-0.188	1.8615
poet	3.695	pane	0.026	1.8605
perch	1.906	flute	1.807	1.8565
armor	2.509	wage	1.188	1.8485
muzzle	0.233	contact	3.463	1.848
shame	2.348	method	1.347	1.8475
parade	3.521	carp	0.167	1.844
pause	2.13	burden	1.556	1.843
object	3.653	glare	0.027	1.84
swarm	0.129	envelope	3.532	1.8305
division	1.742	freedom	1.919	1.8305
silence	3.642	requirement	0.007	1.8245
running	3.248	loot	0.4	1.824
poison	4.08	graze	-0.435	1.8225
siren	2.322	blush	1.296	1.809
mayor	3.713	captive	-0.1	1.8065
cruiser	-0.055	injury	3.659	1.802
scissors	2.776	sunburn	0.826	1.801
roar	3.606	attendant	-0.033	1.7865
temperature	2.764	electricity	0.8	1.782
cork	1.754	mold	1.803	1.7785
alias	-0.611	jewel	4.149	1.769
entertain	0.5	ramp	3.034	1.767
jerk	2.005	theory	1.521	1.763
beggar	0.653	information	2.872	1.7625
apartment	3.153	lard	0.361	1.757
spare	1.384	suspect	2.127	1.7555
skill	3.633	piston	-0.123	1.755
bale	1.44	apricot	2.067	1.7535
alphabet	2.812	typical	0.661	1.7365
syllable	-0.445	planet	3.913	1.734
asparagus	0.94	benefit	2.508	1.724
reason	3.796	clarinet	-0.358	1.719
vodka	0.587	alphabet	2.812	1.6995
blew	1.321	curse	2.067	1.694
morphine	-2.49	storm	5.868	1.689
drill	3.439	awkward	-0.065	1.687
cinder	0.692	demon	2.644	1.668
hymn	2.209	agreement	1.12	1.6645
proof	1.903	attitude	1.422	1.6625
creature	2.575	burial	0.745	1.66
quack	1.861	department	1.446	1.6535
portrait	2.733	bouquet	0.561	1.647
monument	2.231	moan	1.061	1.646
pawn	0.968	siren	2.322	1.645
charm	1.662	quart	1.624	1.643
vary	2.141	interview	1.143	1.642
lightning	2.621	thermometer	0.655	1.638
citizen	2.983	literature	0.291	1.637
stub	0.492	slope	2.767	1.6295
carp	0.167	mansion	3.087	1.627
sever	0.261	supper	2.976	1.6185
ripe	1.727	soot	1.507	1.617
sin	2.763	drizzle	0.463	1.613
suspect	2.127	institute	1.067	1.597
chic	1.284	perch	1.906	1.595
weird	3.553	clove	-0.369	1.592
cheek	4.55	cymbal	-1.38	1.585
gutter	0.993	pier	2.176	1.5845
surprise	3.479	tripod	-0.312	1.5835
motor	4.578	siege	-1.419	1.5795
bishop	1.595	academy	1.555	1.575
meadow	2.941	appliance	0.208	1.5745
measure	3.639	educator	-0.519	1.56
wool	3.606	custard	-0.497	1.5545
farmyard	0.266	effect	2.829	1.5475
parcel	-0.156	hive	3.246	1.545
announcement	-0.641	sandal	3.726	1.5425
cure	1.31	stalk	1.763	1.5365
fever	4.023	honeycomb	-0.952	1.5355
stroke	2.267	quill	0.801	1.534
cardinal	2.123	sow	0.934	1.5285
speck	0.432	lightning	2.621	1.5265
charter	-0.115	apartment	3.153	1.519
fountain	2.67	duel	0.363	1.5165
hurricane	2.216	territory	0.812	1.514
ivory	1.508	residue	1.517	1.5125
garlic	3.864	hardwood	-0.841	1.5115
plea	1.541	vault	1.482	1.5115
cologne	0.402	cinnamon	2.604	1.503
outcome	0.821	lumber	2.18	1.5005
spade	1.479	donor	1.519	1.499
youth	3.896	oboe	-0.907	1.4945
graduate	2.683	acrobat	0.281	1.482
comedy	1.917	heroin	1.035	1.476
obese	1.343	mare	1.592	1.4675
working	2.636	fate	0.265	1.4505
peaceful	0.674	praise	2.223	1.4485
jingle	1.925	politician	0.956	1.4405
luxury	0.646	verse	2.224	1.435
pressure	1.715	ewe	1.151	1.433
session	0.501	reptile	2.364	1.4325
decoration	1.29	wealth	1.551	1.4205
tulip	2.456	steeple	0.384	1.42
tortoise	1.501	hazard	1.317	1.409
clink	-1.883	slip	4.696	1.4065
embrace	2.71	groan	0.059	1.3845
decorate	1.826	asparagus	0.94	1.383
mechanic	2.176	dagger	0.585	1.3805
urn	1.22	plea	1.541	1.3805
fang	1.785	neighborhood	0.973	1.379
womb	0.935	prune	1.812	1.3735
commercial	2.699	surrender	0.035	1.367
zone	2.641	wharf	0.083	1.362
remedy	0.607	pasture	2.108	1.3575
vow	1.338	mystery	1.365	1.3515
majority	1.183	donor	1.519	1.351
peddle	1.397	glacier	1.26	1.3285
dive	3.896	salve	-1.239	1.3285
management	0.507	pause	2.13	1.3185
stupid	4.577	vile	-1.956	1.3105
atmosphere	-0.867	rhyme	3.484	1.3085
pep	0.174	platform	2.411	1.2925
typewriter	0.992	pianist	1.584	1.288
composer	0.189	victory	2.385	1.287
amuse	-0.394	beak	2.965	1.2855
tumble	1.182	venom	1.375	1.2785
wail	0.617	antique	1.94	1.2785
repair	2.465	squint	0.06	1.2625
copper	2.41	foal	0.111	1.2605
bristle	-0.293	alphabet	2.812	1.2595
evidence	0.887	bronze	1.63	1.2585
weep	2.057	scheme	0.449	1.253
haul	2.216	acrobat	0.281	1.2485
concert	-0.001	ornament	2.494	1.2465
heap	2.454	glare	0.027	1.2405
theory	1.521	council	0.95	1.2355
jockey	1.639	outcome	0.821	1.23
drove	1.517	sow	0.934	1.2255
principal	2.631	testimony	-0.185	1.223
magician	1.633	mast	0.793	1.213
quest	-0.37	property	2.784	1.207
effort	2.878	flannel	-0.486	1.196
crime	4.024	gleam	-1.633	1.1955
lair	-1.554	broom	3.933	1.1895
deposit	1.226	appeal	1.147	1.1865
dome	2.956	pelt	-0.586	1.185
choral	0.056	blister	2.293	1.1745
errand	0.772	kernel	1.573	1.1725
prop	1.013	hairpin	1.303	1.158
solution	1.645	pity	0.644	1.1445
emotion	1.436	coil	0.838	1.137
walnut	3.335	duchess	-1.077	1.129
reed	3.038	curfew	-0.796	1.121
butcher	1.766	treaty	0.475	1.1205
shutter	0.853	admire	1.387	1.12
priest	4.117	synagogue	-1.888	1.1145
fireplace	1.075	appeal	1.147	1.111
influence	-0.471	fool	2.677	1.103
value	4.448	semester	-2.273	1.0875
doughnut	2.802	forecast	-0.63	1.086
character	3.18	pronoun	-1.011	1.0845
wand	2.449	graduation	-0.283	1.083
crush	2.784	streamer	-0.64	1.072
sergeant	-0.193	emergency	2.333	1.07
witness	2.294	generation	-0.182	1.056
opium	-1.018	timber	3.125	1.0535
mural	1.013	seaweed	1.09	1.0515
wise	2.466	honeymoon	-0.375	1.0455
bail	0.886	casket	1.201	1.0435
wick	1.461	moral	0.626	1.0435
orchestra	0.637	woodland	1.442	1.0395
rigid	0.702	venom	1.375	1.0385
moonlight	0.628	emotion	1.436	1.032
flavor	0.042	merry	2.013	1.0275
bureau	0.812	quake	1.238	1.025
decoy	0.143	nervous	1.906	1.0245
bitter	1.578	podium	0.46	1.019
rumble	-0.14	mechanic	2.176	1.018
terror	0.663	honesty	1.358	1.0105
position	2.18	molecule	-0.189	0.9955
praise	2.223	definition	-0.249	0.987
nutmeg	-0.115	lotion	2.085	0.985
mallet	-1.285	ache	3.239	0.977
lark	-0.897	noun	2.846	0.9745
government	2.778	revolt	-0.844	0.967
pioneer	1.745	smother	0.165	0.955
asphalt	0.517	opponent	1.389	0.953
creator	1.526	context	0.37	0.948
odor	2.549	loyalty	-0.663	0.943
retreat	-0.51	strength	2.38	0.935
toaster	2.299	graze	-0.435	0.932
sketch	1.524	cavern	0.311	0.9175
lobster	2.312	furnace	-0.491	0.9105
debut	-0.561	payment	2.368	0.9035
executive	0.87	earl	0.931	0.9005
permission	1.173	wail	0.617	0.895
flora	-0.5	pledge	2.244	0.872
glitter	2.381	mercy	-0.645	0.868
native	2.651	dreary	-0.917	0.867
auditorium	0.516	sphere	1.213	0.8645
math	4.447	omen	-2.719	0.864
wizard	2.807	aerial	-1.084	0.8615
rum	1.877	parcel	-0.156	0.8605
industry	1.895	rubble	-0.177	0.859
mortal	-0.207	garment	1.917	0.855
theft	1.081	development	0.622	0.8515
career	1.704	outsider	-0.015	0.8445
awkward	-0.065	lure	1.708	0.8215
pardon	0.765	settler	0.874	0.8195
haze	-0.09	cottage	1.729	0.8195
surface	2.584	honeycomb	-0.952	0.816
sent	0.827	quill	0.801	0.814
entrance	2.792	hygiene	-1.167	0.8125
maiden	0.657	stunt	0.946	0.8015
circuit	-0.237	ambulance	1.827	0.795
debate	1.979	waltz	-0.393	0.793
chaos	-0.276	removal	1.846	0.785
statement	1.349	carp	0.167	0.758
hive	3.246	exhaustion	-1.731	0.7575
mink	0.269	minnow	1.239	0.754
authentic	-1.26	sin	2.763	0.7515
laughter	2.065	beloved	-0.596	0.7345
republic	-0.378	performance	1.79	0.706
fortune	0.572	interior	0.839	0.7055
construction	0.883	bland	0.527	0.705
excuse	2.897	boating	-1.495	0.701
thyme	-1.355	rural	2.744	0.6945
certificate	-0.253	defeat	1.613	0.68
thaw	0.719	retailer	0.587	0.653
scorpion	0.71	grief	0.581	0.6455
burner	1.211	monastery	0.063	0.637
substance	0.338	font	0.927	0.6325
attendant	-0.033	blush	1.296	0.6315
sequel	-0.926	spirit	2.161	0.6175
testimony	-0.185	opponent	1.389	0.602
flute	1.807	burrow	-0.604	0.6015
dreamer	-0.058	glacier	1.26	0.601
assault	0.116	knowledge	1.062	0.589
atom	1.767	upright	-0.6	0.5835
supply	2.074	inquiry	-0.915	0.5795
alter	2.525	scowl	-1.366	0.5795
manure	-0.166	cure	1.31	0.572
intense	0.15	dusk	0.952	0.551
transportation	-1.263	reptile	2.364	0.5505
hatchet	0.348	fury	0.753	0.5505
impression	-1.215	lobster	2.312	0.5485
alcohol	3.596	carnation	-2.519	0.5385
prisoner	2.443	treasurer	-1.378	0.5325
suede	-0.489	salary	1.553	0.532
brute	-1.116	treatment	2.158	0.521
hoe	1.117	friar	-0.081	0.518
disaster	1.36	dynasty	-0.332	0.514
curse	2.067	ornate	-1.048	0.5095
unknown	0.487	pact	0.515	0.501
racquet	-0.356	telescope	1.356	0.5
venture	-1.488	income	2.445	0.4785
agreement	1.12	grocer	-0.164	0.478
slave	3.652	mutiny	-2.699	0.4765
fleece	0.164	flask	0.759	0.4615
oath	-0.904	pollen	1.826	0.461
jade	1.094	rubble	-0.177	0.4585
steamer	0.147	pardon	0.765	0.456
decay	0.786	recall	0.121	0.4535
firewood	0.668	ashamed	0.19	0.429
latch	1.679	exception	-0.839	0.42
inhale	0.245	retailer	0.587	0.416
kennel	-0.39	election	1.208	0.409
abyss	-1.997	fellow	2.809	0.406
reflection	0.904	nutmeg	-0.115	0.3945
gondola	-0.778	ballot	1.558	0.39
dormitory	-2.005	scissors	2.776	0.3855
prey	1.337	welfare	-0.567	0.385
justice	1.272	sanctuary	-0.516	0.378
emerald	1.171	specialist	-0.417	0.377
soar	1.036	regret	-0.311	0.3625
primary	1.775	yelp	-1.051	0.362
scooter	1.245	wilderness	-0.527	0.359
hue	-0.157	executive	0.87	0.3565
miracle	0.949	tomahawk	-0.251	0.349
intelligence	-0.771	peasant	1.444	0.3365
handkerchief	-1.408	curse	2.067	0.3295
hunger	2.28	flicker	-1.628	0.326
candlelight	-1.423	curse	2.067	0.322
hail	3.179	harpoon	-2.553	0.313
tripod	-0.312	severe	0.933	0.3105
feast	2.572	adorn	-1.97	0.301
variety	1.982	emission	-1.38	0.301
stride	0.299	slay	0.303	0.301
guilt	1.804	tunic	-1.206	0.299
heroin	1.035	polio	-0.437	0.299
ally	2.851	semester	-2.273	0.289
casket	1.201	specimen	-0.628	0.2865
performer	2.214	mortar	-1.655	0.2795
protection	0.169	steeple	0.384	0.2765
scholar	0.651	anxiety	-0.102	0.2745
pedal	3.341	prelude	-2.793	0.274
quart	1.624	cartilage	-1.079	0.2725
thud	0.475	squint	0.06	0.2675
frock	-1.691	haul	2.216	0.2625
bleach	1.72	seer	-1.21	0.255
riot	0.991	logic	-0.486	0.2525
captain	3.424	obedient	-2.928	0.248
humor	1.864	emission	-1.38	0.242
suds	0.318	decoy	0.143	0.2305
university	1.502	overcoat	-1.053	0.2245
ornament	2.494	festivity	-2.048	0.223
hurdle	1.395	mileage	-0.95	0.2225
quake	1.238	economy	-0.838	0.2
sob	1.576	responsibility	-1.183	0.1965
recruit	0.02	hostage	0.358	0.189
mileage	-0.95	boundary	1.321	0.1855
leather	3.42	heartless	-3.055	0.1825
design	3.151	prow	-2.804	0.1735
brilliant	0.387	cruiser	-0.055	0.166
triumph	-0.634	messenger	0.948	0.157
landscape	0.94	tweezers	-0.63	0.155
polish	2.496	depression	-2.22	0.138
stunt	0.946	cleaver	-0.725	0.1105
portion	1.782	ration	-1.612	0.085
captive	-0.1	corps	0.244	0.072
instrument	2.477	innocence	-2.335	0.071
succeed	0.956	ritual	-0.837	0.0595
settlement	0.59	psalm	-0.475	0.0575
insult	0.743	juggler	-0.654	0.0445
crypt	0.868	whiff	-0.784	0.042
span	0.168	haze	-0.09	0.039
piping	-2.474	attempt	2.541	0.0335
rudder	-1.749	guilt	1.804	0.0275
denial	-0.452	entertain	0.5	0.024
morgue	-1.171	sphere	1.213	0.021
whiff	-0.784	outcome	0.821	0.0185
goddess	-0.032	poverty	0.066	0.017
garment	1.917	sear	-1.892	0.0125
sneer	-0.276	literature	0.291	0.0075
principle	-0.773	boar	0.735	-0.019
squeak	1.305	conquest	-1.388	-0.0415
blessing	-0.401	fuse	0.316	-0.0425
reap	0.234	rode	-0.347	-0.0565
tunic	-1.206	institute	1.067	-0.0695
mast	0.793	saxophone	-0.935	-0.071
dogma	-2.99	miner	2.842	-0.074
warmth	1.881	cranium	-2.032	-0.0755
temptation	-2.096	antique	1.94	-0.078
surrender	0.035	cheerful	-0.199	-0.082
aspirin	2.171	algae	-2.376	-0.1025
submarine	0.969	lute	-1.176	-0.1035
society	1.972	grudge	-2.263	-0.1455
keg	-1.237	nightgown	0.946	-0.1455
fraud	0.624	sorrow	-0.941	-0.1585
sperm	0.935	trapeze	-1.275	-0.17
darkness	2.727	whalebone	-3.068	-0.1705
admire	1.387	patent	-1.746	-0.1795
scheme	0.449	dignity	-0.811	-0.181
translation	-1.294	gin	0.929	-0.1825
bland	0.527	oath	-0.904	-0.1885
sickness	1.23	prohibit	-1.622	-0.196
belle	-0.778	jagged	0.369	-0.2045
humble	-0.997	harmony	0.585	-0.206
burrow	-0.604	composer	0.189	-0.2075
piston	-0.123	bristle	-0.293	-0.208
coral	2.059	morphine	-2.49	-0.2155
clumsy	0.743	freight	-1.186	-0.2215
roe	-3.049	thirsty	2.592	-0.2285
rugged	-0.816	dame	0.336	-0.24
pimple	-1.389	recital	0.863	-0.263
rattlesnake	-0.603	spasm	0.071	-0.266
stale	0.68	depict	-1.214	-0.267
referee	1.245	confusion	-1.786	-0.2705
coffin	2.164	croquet	-2.73	-0.283
friar	-0.081	furnace	-0.491	-0.286
arrangement	-2.065	cedar	1.486	-0.2895
fir	0.659	ownership	-1.239	-0.29
mystery	1.365	mathematical	-1.957	-0.296
faint	2.05	circumstance	-2.647	-0.2985
graduation	-0.283	parish	-0.332	-0.3075
removal	1.846	mischief	-2.505	-0.3295
harsh	0.159	brandy	-0.824	-0.3325
avalanche	-1.002	thinker	0.306	-0.348
chuckle	1.065	originate	-1.763	-0.349
settler	0.874	hoarse	-1.574	-0.35
born	0.489	democracy	-1.189	-0.35
happiness	0.481	jangle	-1.192	-0.3555
gush	-0.278	furnace	-0.491	-0.3845
gender	2.806	prestige	-3.584	-0.389
mince	-2.108	fowl	1.325	-0.3915
comrade	-1.17	convent	0.379	-0.3955
pleasure	0.387	democracy	-1.189	-0.401
disappoint	0.258	flutter	-1.063	-0.4025
production	0.211	graceful	-1.029	-0.409
paradise	-0.521	foundation	-0.302	-0.4115
standard	1.916	rancid	-2.746	-0.415
acrobat	0.281	compliment	-1.119	-0.419
education	2.373	idiom	-3.219	-0.423
shown	-0.419	flair	-0.433	-0.426
corps	0.244	always	-1.103	-0.4295
prosper	-1.802	landscape	0.94	-0.431
minnow	1.239	parliament	-2.11	-0.4355
woodland	1.442	hardship	-2.337	-0.4475
algebra	-1.999	pore	1.102	-0.4485
gin	0.929	mousse	-1.852	-0.4615
birch	0.712	toil	-1.652	-0.47
duel	0.363	somersault	-1.304	-0.4705
led	0.857	clang	-1.81	-0.4765
leaflet	-0.774	molecule	-0.189	-0.4815
deed	0.625	havoc	-1.591	-0.483
addition	3.836	predicament	-4.82	-0.492
